RunID_vial,_rxn_M_inorganic,_rxn_M_organic,_rxn_M_acid,_rxn_organic-inchikey,_rxn_mixingtime1S,_rxn_mixingtime2S,_rxn_reactiontimeS,_rxn_stirrateRPM,_rxn_temperatureC,_feat_AtomCount_C,_feat_AtomCount_N,_feat_AvgPol,_feat_MolPol,_feat_Refractivity,_feat_bpKa1,_feat_AliphaticRingCount,_feat_AromaticRingCount,_feat_Aliphatic AtomCount,_feat_AromaticAtomCount,_feat_BondCount,_feat_CarboaliphaticRingCount,_feat_CarboaromaticRingCount,_feat_CarboRingCount,_feat_ChainAtomCount,_feat_ChiralCenterCount,_feat_RingAtomCount,_feat_SmallestRingSize,_feat_LargestRingSize,_feat_fsp3,_feat_HeteroaliphaticRingCount,_feat_HeteroaromaticRing Count,_feat_RotatableBondCount,_feat_BalabanIndex,_feat_CyclomaticNumber,_feat_HyperWienerIndex,_feat_WienerIndex,_feat_WienerPolarity,_feat_MinimalProjectionArea,_feat_MaximalProjectionArea,_feat_MinimalProjectionRadius,_feat_MaximalProjectionRadius,_feat_LengthPerpendicularToTheMinArea,_feat_LengthPerpendicularToTheMaxArea,_feat_VanderWaalsVolume,_feat_VanderWaalsSurfaceArea,_feat_ASA,_feat_ASA+,_feat_ASA-,_feat_ASA_H,_feat_ASA_P,_feat_PolarSurfaceArea,_feat_acceptorcount,_feat_Accsitecount,_feat_donorcount,_feat_donsitecount,_feat_sol_ph0,_feat_sol_ph1,_feat_sol_ph2,_feat_sol_ph3,_feat_sol_ph4,_feat_sol_ph5,_feat_sol_ph6,_feat_sol_ph7,_feat_sol_ph8,_feat_sol_ph9,_feat_sol_ph10,_feat_sol_ph11,_feat_sol_ph12,_feat_sol_ph13,_feat_sol_ph14,_feat_fr_NH2,_feat_fr_NH1,_feat_fr_NH0,_feat_fr_quatN,_feat_fr_ArN,_feat_fr_Ar_NH,_feat_fr_Imine,_feat_fr_amidine,_feat_fr_dihydropyridine,_feat_fr_guanido,_feat_fr_piperdine,_feat_fr_piperzine,_feat_fr_pyridine
7809,0.253734589,0.993785959,3.792327055,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7810,0.292938307,1.010384505,7.438621234,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7811,1.116700342,1.252263699,3.792327055,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7812,1.500239726,1.196984589,3.792327055,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7813,0.809385633,1.733389414,1.401362949,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7814,0.49401875,1.664804688,5.798939063,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7815,1.193979688,1.138935938,5.798939063,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7816,0.845319249,1.029458529,5.808014085,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7817,0.157579487,0.165565812,3.805676923,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7818,0.092353957,0.34341295,7.476720863,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7819,0.876988014,1.188210616,3.812193493,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7820,1.260527397,1.087251712,3.812193493,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7821,0.505566667,0.538896491,3.254510526,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7822,0.586755132,0.72681085,7.074884164,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7823,1.354859425,1.147985623,5.335576677,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7824,0.997051118,0.971329073,5.335576677,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7825,0.325053506,0.353090406,2.052714022,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7826,0.183766055,0.679588685,6.242463303,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7827,0.95009699,1.055789298,4.343764214,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7828,1.322445743,1.127233723,4.336512521,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7829,0.635,0.809158672,2.052714022,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7830,0.355009174,0.475828746,6.242463303,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7831,1.135477462,1.118015025,4.336512521,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7832,0.762816054,1.378113712,4.343764214,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7833,0.014341506,0.055222417,3.248810858,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7834,0.014594714,0.026681351,7.085273128,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7835,0.731492013,0.708907348,5.335576677,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7836,1.089298722,1.050138978,5.335576677,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7837,0.443041667,1.627172348,1.404017045,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7838,0.5405,1.051284375,5.798939063,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7839,1.240460938,1.06994375,5.798939063,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7840,0.89048125,1.143215625,5.798939063,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7841,0.209147513,0.780891938,3.818732419,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7842,0.255645115,1.493614943,7.465978448,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7843,1.071753425,1.473856164,3.812193493,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7844,1.455294521,1.173991438,3.812193493,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7845,0.715154804,0.591437722,2.970544484,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7846,0.428880178,0.827066568,6.863085799,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7847,1.192080775,1.23393538,5.096035541,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7848,0.82888871,1.413337097,5.087816129,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7849,0.117323843,0.445800712,2.970544484,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7850,0.139161481,0.149042963,6.873253333,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7851,0.875458805,1.479415186,5.096035541,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7852,1.235317742,1.090587097,5.087816129,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7853,0.579092896,1.551754098,2.364655738,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
7854,0.649418429,0.830439577,6.447425982,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
